,mean_normalized,std_normalized
0,1.68,0.1591644851508443
1,1.8,0.21081851067789198
2,1.6533333333333333,0.5042045440317077
3,1.4266666666666665,0.26915505650915134
4,2.2133333333333334,0.6099180272790762
5,2.6533333333333333,0.5761944116355173
6,2.2,0.28674417556808757
7,2.36,0.7797435475847171
8,1.72,0.7108680140035374
9,1.4400000000000002,0.42843384034825677
10,1.3599999999999999,0.5804213029247711
11,1.52,0.49306298898934925
12,1.4266666666666665,0.3483293460696835
13,1.48,0.3346640106136302
14,1.28,0.5664705542999467
15,1.0799999999999998,0.3927113726672838
16,1.1066666666666667,0.46809305817445224
17,1.16,0.35465162875387696
18,1.0533333333333335,0.6278711828251257
19,1.16,0.4016632088371218
20,1.5066666666666668,0.35465162875387696
21,1.2133333333333334,0.5585696017507576
22,1.3333333333333333,0.5597618541248888
23,1.2266666666666666,0.30404678002643676
24,1.68,0.44820630170590964
25,2.0,0.6497862896539309
26,1.6533333333333333,0.43563491340545446
27,1.7466666666666666,0.5194013648208654
28,1.4666666666666666,0.41633319989322654
29,1.7466666666666666,0.5278888771954441
30,1.84,0.37297601948531633
31,1.4133333333333333,0.48625553410161254
32,1.5599999999999998,0.6228964600958975
33,1.4266666666666665,0.2564717874889512
34,1.12,0.5605552802554109
35,1.2133333333333334,0.47935141365993467
36,1.6,0.48762462794425976
37,1.7066666666666668,0.5469105147198315
38,1.9333333333333333,0.2
39,1.88,0.5664705542999467
40,1.8133333333333332,0.4381780460041329
41,1.7733333333333334,0.7740226812639996
42,2.0933333333333333,0.438684903369656
43,1.84,0.5387227693556512
44,2.013333333333333,0.5341660166402702
45,1.9866666666666668,0.6739601043253393
46,2.4133333333333336,0.3693838713918685
47,2.2266666666666666,0.4437216344611663
48,2.6933333333333334,0.9074996173859003
49,2.466666666666667,0.7133644853010899
50,2.2800000000000002,0.3105550586360565
51,2.546666666666667,0.6401388738217495
52,1.5333333333333334,0.38297084310253526
53,1.4,0.5312459150169743
54,1.48,0.5299895177160477
55,1.96,0.9633275663033837
56,0.9600000000000001,0.29664793948382656
57,1.48,0.45067850083081523
58,0.8666666666666667,0.3559026084010437
59,0.4,0.24944382578492943
